Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,AccountId
"7675","11237","2008-09-15 14:12:11","Annika Backstrom","2019-03-10 03:59:29","https://sixohthree.com/","Rumney, NH, US","","3088","650","128","","","4941"
"8047","42175","2008-09-15 15:01:43","Dan Rosenstark","2019-03-10 01:25:12","http://mididesigner.com","100% Virtual","<p>When I was born, I knew nothing about programming.</p>

<p><strong>Projects</strong><BR></p>

<ul>
<li><a href=""http://MIDIDesigner.com"" rel=""nofollow"">MIDI Designer Pro for iPad, iPhone, iPod touch</a>&mdash;dream | create | play your Perfect MIDI Controller on iOS<BR></li>
<li><a href=""http://confusionists.com/mjdj"" rel=""nofollow"">MJDJ</a>&mdash;Desktop Java application for MIDI Morphing (transforming)<BR></li>
<li><a href=""http://confusionists.com/handsonic"" rel=""nofollow"">Handsonic Editor</a>&mdash;Powerful and popular editor for the Roland Handsonic HPD-15<BR></li>
<li><a href=""http://thekbase.com"" rel=""nofollow"">The KBase</a>&mdash;A multi-hierarchical text editor (.Net standalone and Web versions)<BR></li>
<li><a href=""http://yar2050.com"" rel=""nofollow"">Technical rambles</a> (blog)
<br/></li>
</ul>

<p><strong>Contact</strong><BR>
<a href=""http://MIDIdesigner.com/contact"" rel=""nofollow"">Contact me via MIDIdesigner.com</a></p>
","4479","3359","350","https://www.gravatar.com/avatar/771d6811baa1b117dd8a5ff0708fc66b?s=256&d=identicon&r=PG","","5110"
"8279","63274","2008-09-15 15:36:55","Marc-André Lafortune","2019-03-08 20:18:22","http://www.marc-andre.ca","Montreal, Canada","<p>♥ Ruby ♥ Javascript ♥</p>

<p>
I'm a committer on:
<ul><li><a href=""https://www.ruby-lang.org/"" rel=""nofollow noreferrer"">Ruby</a></li>
<li><a href=""http://https://github.com/deep-cover/deep-cover"" rel=""nofollow noreferrer"">DeepCover</a></li>
<li><a href=""http://parsleyjs.org/"" rel=""nofollow noreferrer"">Parsley.js</a></li>
<li><a href=""http://noelboss.github.io/featherlight/"" rel=""nofollow noreferrer"">Featherlight.js</a></li>
</ul>
</p>

<p>Don't be surprised if I refer to my <a href=""http://github.com/marcandre/backports"" rel=""nofollow noreferrer"">extensive list of polyfills</a> that makes it easier to write Ruby code for different versions of Ruby.</p>

<p>My blog: <a href=""http://blog.marc-andre.ca"" rel=""nofollow noreferrer""># Hash</a></p>
","7309","1110","224","","","5211"
"8741","14643","2008-09-15 16:46:16","ProfK","2019-02-28 11:02:49","","South Africa","<p>I am a software developer in Johannesburg, South Africa.  I specialise in C# and ASP.NET, with SQL Server.  I have, in some way or another, been involved in software development for about eighteen years, but always learning something new.  At the moment that is WPF and MVVM.  </p>
","6633","1596","160","","","5433"
"11018","706","2008-09-16 04:01:57","shiva","2019-01-16 08:00:36","http://shiv.me","Vancouver, Canada","<a href=""http://shiv.me"" rel=""nofollow"">blogger</a>, 
<a href=""http://snurl.com/3qo0y"" rel=""nofollow"">google-reader addict</a>, 
<a href=""http://flickr.com/photos/shvelmur"" rel=""nofollow"">moderate photographer</a> 
and <a href=""http://twitter.com/shiva"" rel=""nofollow"">all-around geek</a>.","172","95","1","","","6527"
"13831","19972","2008-09-16 20:59:05","Douglas F Shearer","2018-12-01 20:52:42","http://douglasfshearer.com","Edinburgh, United Kingdom","<p>Employment: Ruby on Rails consultant.</p>

<p>Entertainment: Races mountainbikes.</p>
","531","235","59","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","7867"
"15354","43831","2008-09-17 08:35:10","onedaywhen","2019-03-07 14:48:51","http://none","United Kingdom",".NET SQL.","6371","1973","392","","","8494"
"17453","5548","2008-09-18 09:26:03","mlambie","2018-08-23 09:16:38","http://lambie.org","Singapore","<p>I like Brazilian jiu jitsu, Xbox, coffee, Lego, comics, knitting, cycling, helicopters, skateboarding and skydiving.</p>
","308","179","9","https://i.stack.imgur.com/FfhA9.jpg","","9441"
"18706","23150","2008-09-19 10:01:06","mahemoff","2019-03-10 00:05:36","http://player.fm","London, United Kingdom","<p>My last permanent role was on Google's Chrome team, helping external developers learn and use HTML5 and Chrome tools. I'm now making podcasts cool again at <a href=""https://player.fm"" rel=""nofollow"">https://player.fm</a> using Rails, HTML5, and mobile-native platforms.</p>

<ul>
<li>Home <a href=""http://mahemoff.com"" rel=""nofollow"">http://mahemoff.com</a></li>
<li>GitHub <a href=""https://github.com/mahemoff"" rel=""nofollow"">https://github.com/mahemoff</a></li>
<li>Blog <a href=""http://softwareas.com"" rel=""nofollow"">http://softwareas.com</a></li>
<li>Plus <a href=""http://mahemoff.com/+"" rel=""nofollow"">http://mahemoff.com/+</a></li>
<li>Twitter <a href=""http://twitter.com/mahemoff"" rel=""nofollow"">@mahemoff</a></li>
<li>LinkedIn <a href=""http://linkedin.com/in/mahemoff"" rel=""nofollow"">Mahemoff</a></li>
</ul>
","1953","1994","8","","","9999"
"19563","519178","2008-09-20 09:39:05","CB Bailey","2019-03-08 12:17:54","","United Kingdom","<p>I am a programmer. My principal language is C++. I've also done commercial work in Java, C, Perl, Python, Javascript and APL. I've also been known to dabble in lisp, Haskell, assembler (ARM, x86, amd64) and probably a few other languages that haven't left as big a mark.</p>

<p>Git advocate; trans; non-binary. They/them.</p>

<p>Programmer at Bloomberg. Posts and commments are my opinions and are not sponsored or endorsed by my employer.</p>

<p>I'm a member of the <a href=""http://accu.org"" rel=""nofollow noreferrer"">ACCU</a>, and I spoke at accu201[2345678] in April.</p>
","28964","1148","203","","","10375"
"25330","36399","2008-10-05 20:54:35","jvenema","2019-03-09 02:01:40","http://www.frozenmountain.com","Raleigh, NC","<p>A software developer at heart. #SOreadytohelp</p>
","1752","911","74","https://www.gravatar.com/avatar/40cf68040dd6b7459779cddc50c39744?s=256&d=identicon&r=PG","","12780"
"26051","45680","2008-10-08 07:19:05","August Lilleaas","2019-03-08 17:51:26","http://augustl.com/","Oslo, Norway","<p>This is my me. There are many like me, but this me is mine.</p>
","2315","1154","164","","","13066"
"26819","1923","2008-10-10 13:35:04","fakeleft","2019-03-08 20:13:22","","","","198","467","15","","","13374"
"29152","9469","2008-10-18 01:25:08","DuckMaestro","2019-03-03 02:25:54","http://duckmaestro.com/","United States","<hr>

<p>Self-taught programmer. B.Sc. Mathematics at UCLA (2006) and M.Sc. Computer Science at UCSD (2013). My other interests include economics, philosophy, and linguistics.</p>

<hr>

<p>Profiles:
<a href=""http://twitter.com/duckmaestro"" rel=""nofollow""><code>Twitter @duckmaestro</code></a> | <a href=""http://www.linkedin.com/in/cliffordchampion"" rel=""nofollow""><code>LinkedIn @cliffordchampion</code></a></p>

<p>Where I work:
<strong><a href=""http://zspace.com/about-zspace-holographic-computing/zspace-system-natural-3d-holographic-computing/"" rel=""nofollow""><code>zSpace</code></a></strong> (very cool technology. check us out.)</p>

<hr>
","769","2856","110","","","14250"
"34548","11391","2008-11-05 03:56:35","Slee","2019-03-08 18:07:56","","","","1414","349","4","","","16043"
"34806","7036","2008-11-05 19:26:28","George Jempty","2019-03-09 19:43:42","http://dexygen.com","Carrollton, TX, United States","<ul>
<li>Full-stack/front-end web developer since 1999.  </li>
<li>Strong with the command line, design patterns, SQL and regular expressions.  </li>
<li>Debugged Javascript parseInt/radix issue in 2000.  </li>
<li>PHP experience on-and-off since 2001, Java since 2002. </li>
<li>Created one-file, 60-line ""bare bones mvc"" PHP framework in 2007, downloaded several thousand times before being migrated off code.google.com to <a href=""https://github.com/dexygen/jackrabbitmvc"" rel=""nofollow noreferrer"">github, now as ""JackRabbitMvc""</a></li>
<li>Created <a href=""https://code.google.com/archive/p/deskml/"" rel=""nofollow noreferrer"">""DeskML"" platform</a> around 2010/2011, a rough equivalent of Adobe AIR (and now Node-Webkit) using a TCL-based platform and just 100 lines of glue code.</li>
<li>Speaker at technical user meetings</li>
<li>Writer of pre-publication technical reviews  </li>
<li>Focused primarily on the front end since 2009</li>
<li>Participation in interview of other potential software developers</li>
<li>Discovered way of emulating various frameworks' document/ready functionality by simply using setTimeout/0.</li>
<li>Five years' experience with ExtJS, and more recently some Backbone, Angular 1, and Angular 2 (and, of course, jQuery)</li>
<li>Working with Vue.js as of 2017</li>
</ul>
","3028","1023","3194","https://i.stack.imgur.com/pEe6m.jpg?s=128&g=1","","16120"
"38765","44109","2008-11-19 00:17:51","Andrew Grimm","2019-03-09 00:37:02","http://andrewjgrimm.wordpress.com/","Sydney, Australia","<p>In part of my spare time, I work on fun programming projects. One was trying to analyze what underlies Wikipedia's <a href=""http://en.wikipedia.org/wiki/Wikipedia:Get_to_Philosophy"" rel=""nofollow"">Get to Philosophy</a> game. I also worked on one called the ""Small Eigen Collider"".</p>

<p>I'm currently learning Japanese, and I'm an active participant in <a href=""http://lang-8.com"" rel=""nofollow"">lang-8.com</a>, a website where you write journal entries in a language you're learning, and get corrected by native speakers of that language. In return, you correct people writing entries in your native language. Recently, I've been asking a few questions prompted by slightly incorrect English I've encountered on lang-8.</p>
","11191","5739","511","","","17355"
"39430","135611","2008-11-20 19:13:38","RedFilter","2019-03-08 23:42:53","","Toronto, Canada","<p>SOreadytohelp</p>
","6923","688","156","","","17566"
"39803","4164","2008-11-21 21:27:14","Jared Knipp","2019-03-08 21:50:41","","Amarillo, TX","<p>Senior Software Engineer @ Spreedly</p>

<p>Building the future of payments and Fintech.</p>
","291","885","9","https://i.stack.imgur.com/8DWKD.jpg?s=128&g=1","","17675"
"39809","26394","2008-11-21 21:57:45","TStamper","2010-01-16 02:56:12","http://www.google.com","Cynthiana, KY","","3615","349","1","","","17677"
"39819","9112","2008-11-21 22:38:19","paulthenerd","2013-09-24 15:05:27","http://www.cometcoast.com","","","298","253","3","","","17680"
"43582","64508","2008-12-05 11:18:50","Bombe","2019-03-09 16:35:23","http://www.pterodactylus.net/","Hamburg, Germany","<p>Java programmer, always in search for the purer code.</p>
","3893","5523","681","","","18835"
"49485","97901","2008-12-28 08:57:41","Sophie Alpert","2019-03-04 18:22:45","https://sophiebits.com/","","<p>I'm a software engineer. I build things to help people. Currently building <a href=""http://facebook.github.io/react/"" rel=""nofollow noreferrer"">React</a> at Facebook, previously at <a href=""https://www.khanacademy.org/"" rel=""nofollow noreferrer"">Khan Academy</a>.</p>
","22265","1168","121","https://i.stack.imgur.com/QzJvU.jpg","","20630"
"51537","1944","2009-01-05 06:14:26","huy","2019-03-05 14:01:35","http://nvquanghuy.com","Singapore","<p>Cofounder at <a href=""http://www.holistics.io"" rel=""nofollow noreferrer"">Holistics.io</a> - BI tool for tech startups.</p>

<p>Previously:</p>

<ul>
<li>Software Engineer at Viki. Built their data-warehousing infrastructure</li>
<li>Growth Engineer Intern at Facebook HQ</li>
</ul>
","403","432","1","","","21266"
"52074","7442","2009-01-06 15:38:24","Trevor Boyd Smith","2019-03-08 16:35:52","http://www.linkedin.com/in/trevorboydsmith/","","<p><a href=""http://www.linkedin.com/in/trevorboydsmith"" rel=""nofollow"">http://www.linkedin.com/in/trevorboydsmith</a></p>
","2745","3998","704","","","21426"
"54641","2758","2009-01-13 15:43:10","Akrikos","2019-03-02 16:14:12","","","<p>By day: Weapon of Mass Construction for $company</p>

<p>By night: Husband, gamer, craft beer enthusiast</p>

<p>For fun: Soccer, Autocross, Sailing, Rock Climbing, Gaming</p>

<p>Thanks Stackoverflow for all the help over the past few years!
#SOreadytohelp</p>
","375","257","48","","","22230"
"55159","333425","2009-01-14 20:03:19","Quassnoi","2019-03-08 19:44:04","http://explainextended.com","Moscow, Russia","","22883","2895","102","https://www.gravatar.com/avatar/b5428af26786d8751d34a7d96434ff18?s=256&d=identicon&r=PG","","22397"
"58276","503","2009-01-23 12:20:39","Renze de Waal","2014-02-04 13:37:28","http://none","Netherlands","","247","18","3","","","23304"
"61109","4278","2009-02-01 01:53:09","Niels Bom","2019-03-09 18:29:40","http://www.nielsbom.com","Amsterdam, Netherlands","<p>I'm a programmer for <a href=""http://www.minddistrict.nl"" rel=""nofollow"">Minddistrict</a>, I work with Python, Zope, Grok, JavaScript.</p>
","841","844","29","","","24114"
"61305","210953","2009-02-01 23:01:11","Aaron Bertrand","2019-03-10 01:15:15","https://sentryone.com","Rhode Island","<p>Product Manager at <a href=""https://sentryone.com"" rel=""nofollow noreferrer"">SentryOne</a>, <a href=""https://mvp.microsoft.com/en-us/PublicProfile/8140?fullName=Aaron%20Bertrand"" rel=""nofollow noreferrer"">Data Platform MVP</a>, <a href=""https://twitter.com/AaronBertrand"" rel=""nofollow noreferrer"">@AaronBertrand</a> on twitter, blogger at <a href=""https://sqlperformance.com/"" rel=""nofollow noreferrer"">sqlperformance.com</a> and <a href=""https://blogs.sentryone.com/author/AaronBertrand"" rel=""nofollow noreferrer"">blogs.sentryone.com</a>, Mac user, volleyball player, curler, hockey/football/tennis fan, big-time loser at fantasy football, proud father of two beautiful girls, and a Canadian, eh?</p>

<a href=""http://stackexchange.com/users/24165"">
<img src=""https://stackexchange.com/users/flair/24165.png?theme=dark"" width=""208"" height=""58"" alt=""profile for Aaron Bertrand on Stack Exchange, a network of free, community-driven Q&amp;A sites"" title=""profile for Aaron Bertrand on Stack Exchange, a network of free, community-driven Q&amp;A sites"">
</a>
","22175","3335","7231","https://www.gravatar.com/avatar/3881a283f3dff68791acf089f6a69f4f?s=256&d=identicon&r=PG","","24165"
"62202","3170","2009-02-04 00:39:59","Louis","2019-03-08 14:13:39","","Sydney, Australia","<p>I code n stuff.</p>
","569","835","74","","","24466"
"64208","1392","2009-02-09 15:35:28","Bambax","2014-06-05 09:46:05","","","","210","90","2","","","25076"
"65004","1021","2009-02-11 10:18:14","Mike","2019-03-08 03:06:40","http://www.noelserequired.com/","United States","<p>I've been programming since a friend of mine got an Ohio Scientific computer in 1980.  I haven't stopped since.  In fact, now that I think about it I should probably go to bed.</p>

<p>(<em>Full Disclosure: I work at Microsoft on Azure Automation, but my opinions are my own.</em>)</p>
","271","105","8","","","25314"
"66851","12284","2009-02-16 08:21:34","mikl","2019-02-24 20:56:08","http://mikkel.hoegh.org/","Zug, Switzerland","<p>I am a web developer, open source enthusiast and a bit of a geek.</p>

<p>I work for <a href=""http://www.docu.ch/"" rel=""nofollow noreferrer"">Docu Media</a>, building web sites with <a href=""http://drupal.org"" rel=""nofollow noreferrer"">Drupal</a> and creating web applications with <a href=""http://nodejs.org/"" rel=""nofollow noreferrer"">Node.js</a>, Ember.js and the like.</p>

<p>You can also <a href=""http://mikkel.hoegh.org/"" rel=""nofollow noreferrer"">check out my blog</a>.</p>
","800","591","30","","","25864"
"68499","13402","2009-02-19 16:31:39","Josh Close","2019-03-09 14:45:10","http://joshclose.net","Minneapolis, MN",".NET Consultant","1657","514","1","","","26353"
"69755","235601","2009-02-23 05:39:52","Brian Campbell","2019-03-05 04:36:08","http://continuation.org","Montpelier, VT, USA","<p><p>
At 10, I cut my teeth writing text adventure games in Scheme. In high school, I wrote Mandelbrot set programs on a $10 Commodore 64 from a yard sale, an HP 48 calculator, and a Java 1.0 applet. I've entered 68k machine code by hand into RAM on on a computer I built on a breadboard, and I've implemented an object oriented layer in Scheme for scripting interactive educational multimedia.
<p>
See <a href=""http://careers.stackoverflow.com/brian-campbell"">my resume on Stack Overflow careers</a> for information on my professional background.
<p>
All code samples I post on Stack Overflow (other than those excerpted from other projects for explanatory purposes, which should be credited as so) are licensed under the <a href=""http://sam.zoy.org/wtfpl/"" rel=""nofollow"">WTFPLv2</a>, or the Creative Commons Attribution-ShareAlike license that all contributions on Stack Overflow are required to be licensed under, at your choice.</p>
","22078","1104","61","","","26707"
"72321","30997","2009-02-28 22:55:27","Dennis","2019-03-09 14:10:03","https://dideler.github.io","London, United Kingdom","<blockquote>
  <p>Don't solve the problem you're given, figure out what the real problem
  is.</p>
  
  <p>— Don Norman</p>
</blockquote>
","3521","1967","91","","","27401"
"72478","26525","2009-03-01 16:15:35","cherouvim","2019-03-08 14:50:17","http://blog.cherouvim.com/","Athens, Greece","<p>I've been programming for fun since 1989.</p>
","3152","4647","137","","","27445"
"73046","5175","2009-03-03 02:49:39","James Moore","2019-03-08 19:31:45","http://blog.restphone.com","Seattle, WA","<p>I'm an Android developer.  I've also worked on:</p>

<ul>
<li>Large-scale consumer facing web sites</li>
<li>GWT applications</li>
<li>iPhone apps</li>
<li>Embedded systems (VxWorks)</li>
</ul>

<p>I just launched my Android app to help people understand spoken English!  Check it out at <a href=""https://market.android.com/details?id=com.realpeopletalk"" rel=""nofollow"">https://market.android.com/details?id=com.realpeopletalk</a></p>
","1493","2644","256","https://i.stack.imgur.com/pWrkh.jpg","","27620"
"74291","15086","2009-03-05 15:25:00","Waylon Flinn","2019-02-27 14:45:53","http://dataship.io","Oklahoma","<p><em>""A neutral good guy in a world with lawful evil tendencies.""</em></p>

<h2>Projects</h2>

<h3><a href=""https://github.com/waylonflinn/weblas"" rel=""nofollow"">weblas</a></h3>

<p>""The fastest way to do numerical computation in a browser. GPU + Javascript, no add-ons required.""</p>

<h3><a href=""https://github.com/tailwind/bdot"" rel=""nofollow"">bdot</a></h3>

<p>""Numpy for big data"", out-of-core dot products on large data sets.</p>

<h3><a href=""https://github.com/visualfabriq/bquery"" rel=""nofollow"">bquery</a></h3>

<p>""GROUP BY for big data"", statistical analysis on large data sets.</p>

<h3><a href=""https://github.com/Blosc/bcolz"" rel=""nofollow"">bcolz</a></h3>

<p>""Redshift on your laptop"", a compressed columnar data store in library form. Both of the above projects are built on this.</p>
","817","556","6","","","27974"
"75694","7373","2009-03-09 15:45:01","theycallmemorty","2019-03-08 23:11:55","","","","1003","1794","64","","","28352"
"76672","1765","2009-03-11 14:11:26","Jake","2019-03-10 05:11:45","http://jcow.com/","","","248","684","291","","","28630"
"76840","2668","2009-03-11 19:08:40","aikeru","2019-03-08 20:49:05","https://medium.com/@aikeru","USA","<p>During my day job, I help empower and enable business folks to solve problems and create value through the creative use of technology (often with terms like C#/.NET, JavaScript, React/Redux, node.js)</p>

<p>I love technology, and especially software development, and so I also have several small hobby projects or try to help contribute to open source projects when I have the opportunity.</p>
","231","441","2","","","28685"
"82548","204149","2009-03-25 12:30:35","David Thomas","2019-03-09 21:56:59","","Cambridge, United Kingdom","<p>For those users that wish to be polite, please note that I *appreciate* your manners, and your respect is returned in kind, but I would like to formally, and explicitly, state that I would much, *much* appreciate not being called 'sir.' It makes me feel terribly uncomfortable...</p>

<p>Currently I code for fun, and occasional profit, and I'm fascinated by making information work. However, while I'm <em>happy</em> to code 'for fun,' I'd be absolutely thrilled to hear of any front-end web-dev (HTML/CSS/JavaScript) vacancies or job-openings...</p>

<p>I'm always interested to hear of new projects, if anyone wants any help or additional input. Feel free to contact me via this site if there's anything I can help with.</p>

<hr />

<p>If I've been able to help you, and you're feeling gracious and/or <em>altruistic</em> as a result, please consider buying something off one of these <a href=""http://www.childsplaycharity.com/"" rel=""nofollow"">Child's Play</a> Wishlists, on my behalf:</p>

<ul>
<li><a href=""http://www.amazon.co.uk/registry/wishlist/2LL7MUJ1XN3BN"" rel=""nofollow"">Royal Manchester Children's Hospital</a></li>
<li><a href=""http://www.amazon.co.uk/gp/registry/registry.html/ref=cm_wl_rlist_go/%20203-5464953-4385563?_encoding=UTF8&type=wishlist&id=12XFM2SFCNINR"" rel=""nofollow"">Alder Hey Children's Hospital</a></li>
</ul>

<p>Obviously, there are other hospitals around the world that are equally in need of toys and games for children, so if you don't fancy donating to a British hospital, for whatever reason, please consider taking another look at the Child's Play website, and see if there's a hospital nearer to you that maybe deserves something.</p>

<p>For the record, I'm pretty good with the following: <a href=""/questions/tagged/jquery"" class=""post-tag"" title=""show questions tagged &#39;jquery&#39;"" rel=""tag"">jquery</a> <a href=""/questions/tagged/javascript"" class=""post-tag"" title=""show questions tagged &#39;javascript&#39;"" rel=""tag"">javascript</a> <a href=""/questions/tagged/html"" class=""post-tag"" title=""show questions tagged &#39;html&#39;"" rel=""tag"">html</a> <a href=""/questions/tagged/css"" class=""post-tag"" title=""show questions tagged &#39;css&#39;"" rel=""tag"">css</a> admittedly there are others, but those are my <em>better</em> tags.</p>

<p>I'm not to be trusted with <a href=""/questions/tagged/equivalent-exchange"" class=""post-tag"" title=""show questions tagged &#39;equivalent-exchange&#39;"" rel=""tag"">equivalent-exchange</a>, and need adult supervision for <a href=""/questions/tagged/scissors"" class=""post-tag"" title=""show questions tagged &#39;scissors&#39;"" rel=""tag"">scissors</a> <a href=""/questions/tagged/glue"" class=""post-tag"" title=""show questions tagged &#39;glue&#39;"" rel=""tag"">glue</a> <a href=""/questions/tagged/sharp-knives"" class=""post-tag"" title=""show questions tagged &#39;sharp-knives&#39;"" rel=""tag"">sharp-knives</a></p>

<p>Oh, and <a href=""https://www.facebook.com/sunneh"" rel=""nofollow"">I'm on Facebook</a>, too.</p>
","17325","8912","4996","","","30300"
"84118","8810","2009-03-28 21:59:21","Jacob","2019-03-07 22:51:06","http://www.theconservative.com.au","Taiwan","<p>Experienced Java developer. Keen go (golang) developer.</p>
","1214","1417","80","https://www.gravatar.com/avatar/49489bce90d3514596cb1ed0ead0d0db?s=128&d=identicon&r=PG&f=1","","30778"
"84631","38727","2009-03-30 13:57:34","Mischa","2019-03-07 15:30:16","http://boxroomapp.com","Oita Prefecture, Japan","<p><a href=""http://boxroomapp.com/about"" rel=""nofollow"">About me</a></p>
","2510","4633","580","","","30931"
"85292","836","2008-10-15 20:35:21","Lenny Sirivong","2019-03-08 17:26:00","http://lenny-s.com","Ithaca, NY","<p>Web Designer &amp; Developer at Gin Lane</p>

<p>HTML / CSS / JS / RoR / PHP / .NET</p>

<p><a href=""http://twitter.com/lsirivong"" rel=""nofollow"">@lsirivong</a></p>
","74","179","5","","","31137"
"86932","2616","2009-04-03 21:56:50","Rafe","2018-02-17 04:46:27","http://rc3.org/","Raleigh, NC","<p>I'm a software developer and the author of a number of books on HTML, SQL, Perl, and CGI programming. These days I work on data and analytics projects.</p>

<p>You can find me on Twitter as @rafeco.</p>

<p>I'm an engineering manager at Etsy.</p>
","229","132","7","","","31608"
